投资方,序号,产品名称,所属公司,地区,参与轮次,轮次,投资时间,投资年份,money,投资金额,投资金额_等级,行业,产品介绍,游戏,直播/视频,教育培训,食品饮料/零售,旅游/OTA,金融/支付,社交社区,硬件/生产制造,电子商务,生活服务,物流运输,汽车交通,文娱传媒,房产家居,工具软件,医疗健康/生物医药,企业服务,人工智能,运动健身,科创/技术研发,电信/通信,其他,GESHU,所属行业
阿里巴巴,206,Umbo Computer Vision,盾心科技股份有限公司,台湾,A轮,A,2017/10/25,2017,0.3275,32750000,2,13,Umbo Computer Vision 是专主A.I. 影像辨识与自主学习的创新公司，研发能量注重‘行为预测’分析，透过人类的智慧教监视器能看懂犯罪。其自主研发的 AI 核心:Umbo Light运用深度学习的类神经网路架构，将电脑视觉商用化在安全监控相机上，教导监视器主动判断画面中的跟人相关的所有行为，并在事件发生第一时间进行通报。透过 AI 有效大幅提升执勤人员效率。  ,,,,,,,,,,,,,,,,,,,,,,,,人工智能
阿里巴巴,207,Magic Leap,Magic Leap Inc.,美国,D轮,D,2017/10/18,2017,2.62,262000000,3,21,Magic Leap是一家美国AR可穿戴设备研发商，开发的产品主要针对开发创作者，主要研发方向是将立体3D图像无缝整合到真实场景，让用户在真实场景的基础上能直接看到虚拟场景并与之互动。公司开发的产品有“Magic Leap One”。  ,,,,,,,,,,,,,,,,,,,,,,,,AR/VR
阿里巴巴,208,Prenetics,Prenetics Limited,香港,B轮,B,2017/10/18,2017,32.88099999,3288099999,4,7,Prenetics是东南亚地区领先的基因主导数码化医疗保健公司。Prenetics便能赋予客户重要的健康资讯。只需要简单的唾液样本，客户就能了解基因如何影响自己的饮食丶药物反应丶疾病与癌症风险。这种资讯能使人们主动预防疾病，改善生活方式，去拥抱更健康人生。  ,,,,,,,,,,,,,,,,,,,,,,,,医疗健康/生物医药
阿里巴巴,210,MariaDB,MariaDB,美国,C+轮,C,2017/10/1,2017,1.7685,176850000,3,3,MariaDB 产品包括 Maria DB Server、MaxScale 数据库代理，ColumnStore 分布式数据存储引擎、技术支持、培训等。MariaDB最著名的业务就是提供MySQL服务器最流行的替代品。目前全球共计有 1200 万用户，包括 booking.com、惠普、维珍移动、维基百科等，提供混合云、公共云和私有云部署。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,213,EJOY简悦,广州简悦信息科技有限公司,0,并购,Merger,2017/9/26,2017,10,1000000000,4,2,广州简悦科技（EJOY）是一家家新兴的网络游戏开发和运营公司，产品有《狂刃OL》等。  ,,,,,,,,,,,,,,,,,,,,,,,,游戏
阿里巴巴,216,Bigbasket,Supermarket Grocery Supplies Private Limited,印度,E+轮,E,2017/9/8,2017,18.34,1834000000,4,17,Bigbasket是一家印度生鲜食品及杂货平台，旗下拥有诸多品牌，如Fresho（主要配送果蔬、肉类和烘烤食品）、Royal（主要配送主食、茶饮和麦片）及Tasties（主要配送零食）等。  ,,,,,,,,,,,,,,,,,,,,,,,,食品/商贸零售
阿里巴巴,218,衣二三,北京尚世骁众科技有限公司,0,C轮,C,2017/9/6,2017,3.275,327500000,3,6,衣二三是一个女性时装共享平台，用户每月支付499元租金即可成为会员，会员期间可以无限次试穿平台所有品类的服装，每次可租借三件衣服。同时邀请品牌入驻平台，提供租用服务同时提供售卖服务，包括KENZO、Acne Studios、Self-Portrait在内的轻奢品牌以及peacebird、Masha Ma时尚商业品牌和设计师品牌，并通过自建中央智能洗衣工厂，为用户提供全程免洗免运费服务。  ,,,,,,,,,,,,,,,,,,,,,,,,电子商务
阿里巴巴,219,七牛云,上海七牛信息技术有限公司,0,E轮,E,2017/8/28,2017,10,1000000000,4,3,七牛云是国内领先的第三方独立云计算及数据服务提供商，专注于以数据管理为中心的云计算业务研发和运营，围绕富媒体场景推出了对象存储、融合CDN 加速、容器计算云、大数据平台、人工智能平台等产品，并提供一站式视频云解决方案。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
阿里巴巴,223,翱捷科技,翱捷科技股份有限公司,0,A轮,A,2017/8/8,2017,1.49,149000000,3,14,翱捷科技（上海）有限公司致力于移动智能通讯终端、物联网、导航及其他消费类电子芯片的平台研发、方案提供、技术支持和服务等，产品线覆盖包括2G、3G、4G、5G以及IOT在内的多制式通讯标准。  ,,,,,,,,,,,,,,,,,,,,,,,,电信/通信
阿里巴巴,226,日日煮,上海微食信息科技有限公司,0,B轮,B,2017/7/13,2017,1,100000000,3,9,日日煮为美食生活领域内容创业者搭建的资源共享平台。其特点是垂直美食和生活方式领域，构建内容创业者生态，探索内容创业模式，挖掘和打造IP和品牌矩阵，为内容创业者提供资源和资本支持。打造全国垂直力最强、影响力最大的美食生活内容创业者联盟。  ,,,,,,,,,,,,,,,,,,,,,,,,直播/视频
阿里巴巴,227,CompareAsiaGroup,CompareAsiaGroup,香港,B轮,B,2017/7/11,2017,3.275,327500000,3,4,CompareAsiaGroup是一个理财服务比较平台，涵盖从信用卡、贷款到健康和汽车保险的服务，致力于为消费者提供个性化理财产品。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,228,SingSaver,SingSaver,新加坡,B轮,B,2017/7/11,2017,3.275,327500000,3,4,SingSaver 主要帮助个人消费者推荐最合适的金融产品，包括信用卡、个人贷款和保险等，他们专属的人工智能及机器学习金融服务对比工具，能让用户一目了然地看到金融产品的优劣。  ,,,,,,,,,,,,,,,,,,,,,,,,金融/支付
阿里巴巴,229,ofo小黄车,北京拜克洛克科技有限公司,0,E轮,E,2017/7/6,2017,45.85,4585000000,4,10,ofo小黄车首创“单车共享”模式是全球第一个无桩共享平台。目前已成为中国规模最大的校园交通代步解决方案，为广大高校师生提供便捷经济、绿色低碳、更高效率的校园共享单车服务。ofo 共享单车怀揣“随时随地有车骑”的朴素愿景来到城市，试图满足人们短途代步的需求，更用这辆单车，重新丈量人们经过的每一条路线，找寻与城市的全新连接方式。  ,,,,,,,,,,,,,,,,,,,,,,,,汽车交通
阿里巴巴,232,NonoLive,广州世讯信息科技有限公司,0,A轮,A,2017/6/19,2017,3.275,327500000,3,9,Nono Live是一款适合国际市场的直播产品，于2016年6月初首先在印尼上线，产品覆盖iOS及Android。目前Nonolive直播平台共有数百名主播为海外用户提供唱歌、舞蹈、挑战等丰富的泛娱乐内容，Nonolive在用户规模、收入规模和知名度都是当地Top2的直播平台，隶属于广州世讯信息科技有限公司。  ,,,,,,,,,,,,,,,,,,,,,,,,直播/视频
阿里巴巴,234,数梦工场,杭州数梦工场科技有限公司,0,A轮,A,2017/6/8,2017,7.5,750000000,3,3,数梦工场是一家云计算及大数据解决方案提供商，产品有DThink大数据一体机等。  ,,,,,,,,,,,,,,,,,,,,,,,,企业服务
